tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
354,AmazonHelp,False,Mon Aug 27 16:08:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,353
355,cust_102,True,Sat Oct 28 16:04:00 +0000 2017,"@AmazonHelp requesting a refund for order 849747, item doesn't match the description at all, very disappointed.",356,
356,AmazonHelp,False,Sat Oct 28 18:40:00 +0000 2017,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,355
357,cust_357,True,Mon Jul 09 06:02:00 +0000 2018,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",358,
358,AmazonHelp,False,Mon Jul 09 07:24:00 +0000 2018,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,357
359,cust_62,True,Tue Jul 17 21:32:00 +0000 2018,"Refund for order 944657 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",360,
360,AmazonHelp,False,Wed Jul 18 00:01:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,359
361,cust_273,True,Mon Mar 05 23:13:00 +0000 2018,Hi @AmazonHelp my package #464069 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,362,
362,AmazonHelp,False,Tue Mar 06 02:07:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,361
363,cust_260,True,Thu May 24 18:19:00 +0000 2018,"I want to cancel order 172306, I placed it by mistake, how do I do this @AmazonHelp before it ships?",364,
364,AmazonHelp,False,Thu May 24 19:51:00 +0000 2018,"No problem, you can cancel from Your Orders if it hasn't shipped yet. If the option isn't there, DM us the order number. ^SM",,363
365,cust_216,True,Fri Jul 27 09:38:00 +0000 2018,Hi @AmazonHelp my package #990844 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,366,
366,AmazonHelp,False,Fri Jul 27 11:48:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,365
367,cust_186,True,Sun May 20 09:49:00 +0000 2018,@AmazonHelp order 554582 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,368,
368,AmazonHelp,False,Sun May 20 13:42:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,367
369,cust_79,True,Thu Mar 08 13:20:00 +0000 2018,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 841666,370,
370,AmazonHelp,False,Thu Mar 08 14:10:00 +0000 2018,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,369
371,cust_139,True,Sun May 13 05:55:00 +0000 2018,"@AmazonHelp this is the THIRD time my order 782054 has been delayed. Absolutely unacceptable, I want a manager to call me.",372,
372,AmazonHelp,False,Sun May 13 09:26:00 +0000 2018,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,371
373,cust_248,True,Mon Mar 19 06:07:00 +0000 2018,"@AmazonHelp this is the THIRD time my order 912270 has been delayed. Absolutely unacceptable, I want a manager to call me.",374,
374,AmazonHelp,False,Mon Mar 19 08:03:00 +0000 2018,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,373
375,cust_166,True,Tue Aug 07 02:22:00 +0000 2018,"Refund for order 381433 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",376,
376,AmazonHelp,False,Tue Aug 07 03:29:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,375
377,cust_231,True,Thu Dec 28 18:54:00 +0000 2017,@AmazonHelp order 392477 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,378,
378,AmazonHelp,False,Thu Dec 28 22:11:00 +0000 2017,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,377
379,cust_313,True,Fri Jun 01 06:43:00 +0000 2018,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 697530,380,
380,AmazonHelp,False,Fri Jun 01 08:25:00 +0000 2018,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,379
381,cust_254,True,Mon Aug 06 19:44:00 +0000 2018,"I want to cancel order 130094, I placed it by mistake, how do I do this @AmazonHelp before it ships?",382,
382,AmazonHelp,False,Mon Aug 06 21:12:00 +0000 2018,"No problem, you can cancel from Your Orders if it hasn't shipped yet. If the option isn't there, DM us the order number. ^SM",,381
383,cust_109,True,Wed Feb 07 04:30:00 +0000 2018,"@AmazonHelp I was charged twice for order 611233, can someone explain why there are two charges on my card for the same item?",384,
384,AmazonHelp,False,Wed Feb 07 07:59:00 +0000 2018,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,383
385,cust_144,True,Fri Aug 17 12:21:00 +0000 2018,"@AmazonHelp the product I received for order 456871 is completely broken, screen is cracked out of the box.",386,
386,AmazonHelp,False,Fri Aug 17 14:58:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,385
387,cust_6,True,Sat Apr 07 02:21:00 +0000 2018,"@AmazonHelp the product I received for order 682789 is completely broken, screen is cracked out of the box.",388,
388,AmazonHelp,False,Sat Apr 07 03:14:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,387
389,cust_369,True,Sun Feb 25 23:25:00 +0000 2018,@AmazonHelp order 353080 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,390,
390,AmazonHelp,False,Mon Feb 26 01:35:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,389
391,cust_124,True,Sat Jun 09 10:38:00 +0000 2018,"@AmazonHelp this is the THIRD time my order 894993 has been delayed. Absolutely unacceptable, I want a manager to call me.",392,
392,AmazonHelp,False,Sat Jun 09 12:44:00 +0000 2018,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,391
393,cust_9,True,Fri Nov 03 21:06:00 +0000 2017,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 569945,394,
394,AmazonHelp,False,Fri Nov 03 22:26:00 +0000 2017,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,393
395,cust_355,True,Thu Dec 28 14:01:00 +0000 2017,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",396,
396,AmazonHelp,False,Thu Dec 28 15:24:00 +0000 2017,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,395
397,cust_243,True,Fri Apr 20 12:19:00 +0000 2018,"Refund for order 486945 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",398,
398,AmazonHelp,False,Fri Apr 20 14:39:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,397
399,cust_382,True,Thu Apr 19 09:22:00 +0000 2018,"I want to cancel order 546173, I placed it by mistake, how do I do this @AmazonHelp before it ships?",400,
400,AmazonHelp,False,Thu Apr 19 10:51:00 +0000 2018,"No problem, you can cancel from Your Orders if it hasn't shipped yet. If the option isn't there, DM us the order number. ^SM",,399
401,cust_233,True,Sun Jan 07 15:18:00 +0000 2018,"I want to cancel order 836996, I placed it by mistake, how do I do this @AmazonHelp before it ships?",402,
402,AmazonHelp,False,Sun Jan 07 16:41:00 +0000 2018,"No problem, you can cancel from Your Orders if it hasn't shipped yet. If the option isn't there, DM us the order number. ^SM",,401
403,cust_62,True,Wed Jun 20 14:40:00 +0000 2018,"@AmazonHelp the product I received for order 341736 is completely broken, screen is cracked out of the box.",404,
404,AmazonHelp,False,Wed Jun 20 15:34:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,403
405,cust_381,True,Sat Apr 14 02:27:00 +0000 2018,"I want to cancel order 225362, I placed it by mistake, how do I do this @AmazonHelp before it ships?",406,
406,AmazonHelp,False,Sat Apr 14 05:47:00 +0000 2018,"No problem, you can cancel from Your Orders if it hasn't shipped yet. If the option isn't there, DM us the order number. ^SM",,405
407,cust_111,True,Tue Jun 26 22:01:00 +0000 2018,"@AmazonHelp I was charged twice for order 300845, can someone explain why there are two charges on my card for the same item?",408,
408,AmazonHelp,False,Wed Jun 27 00:09:00 +0000 2018,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,407
409,cust_302,True,Wed Jul 04 18:47:00 +0000 2018,"@AmazonHelp the product I received for order 859782 is completely broken, screen is cracked out of the box.",410,
410,AmazonHelp,False,Wed Jul 04 21:06:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,409
411,cust_52,True,Tue Jul 31 03:37:00 +0000 2018,"Refund for order 396745 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",412,
412,AmazonHelp,False,Tue Jul 31 04:31:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,411
413,cust_185,True,Tue Dec 05 07:59:00 +0000 2017,"@AmazonHelp the product I received for order 338533 is completely broken, screen is cracked out of the box.",414,
414,AmazonHelp,False,Tue Dec 05 09:21:00 +0000 2017,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,413
415,cust_274,True,Thu Nov 16 02:05:00 +0000 2017,Hi @AmazonHelp my package #842411 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,416,
416,AmazonHelp,False,Thu Nov 16 03:20:00 +0000 2017,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,415
417,cust_284,True,Mon Jan 15 08:43:00 +0000 2018,Hi @AmazonHelp my package #157174 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,418,
418,AmazonHelp,False,Mon Jan 15 11:46:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,417
419,cust_386,True,Wed Mar 28 17:21:00 +0000 2018,"@AmazonHelp I was charged twice for order 768854, can someone explain why there are two charges on my card for the same item?",420,
420,AmazonHelp,False,Wed Mar 28 17:52:00 +0000 2018,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,419
421,cust_146,True,Tue Mar 20 21:39:00 +0000 2018,Hi @AmazonHelp my package #701949 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,422,
422,AmazonHelp,False,Tue Mar 20 23:46:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,421
423,cust_95,True,Thu Oct 19 16:56:00 +0000 2017,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 457256,424,
424,AmazonHelp,False,Thu Oct 19 18:05:00 +0000 2017,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,423
425,cust_34,True,Fri Feb 23 21:26:00 +0000 2018,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 219629,426,
426,AmazonHelp,False,Fri Feb 23 23:36:00 +0000 2018,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,425
427,cust_323,True,Thu Jun 07 22:18:00 +0000 2018,@AmazonHelp order 705050 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,428,
428,AmazonHelp,False,Thu Jun 07 22:36:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,427
429,cust_289,True,Tue Sep 11 13:35:00 +0000 2018,"@AmazonHelp I was charged twice for order 256445, can someone explain why there are two charges on my card for the same item?",430,
430,AmazonHelp,False,Tue Sep 11 14:57:00 +0000 2018,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,429
431,cust_61,True,Sun Apr 22 04:30:00 +0000 2018,@AmazonHelp order 360247 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,432,
432,AmazonHelp,False,Sun Apr 22 07:50:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,431
433,cust_306,True,Sun Jul 15 21:35:00 +0000 2018,"@AmazonHelp requesting a refund for order 735770, item doesn't match the description at all, very disappointed.",434,
434,AmazonHelp,False,Mon Jul 16 00:18:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,433
435,cust_268,True,Fri Feb 16 11:47:00 +0000 2018,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",436,
436,AmazonHelp,False,Fri Feb 16 13:47:00 +0000 2018,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,435
437,cust_302,True,Tue Mar 06 03:10:00 +0000 2018,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 411797,438,
438,AmazonHelp,False,Tue Mar 06 04:33:00 +0000 2018,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,437
439,cust_31,True,Thu May 10 23:02:00 +0000 2018,"Refund for order 751194 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",440,
440,AmazonHelp,False,Fri May 11 02:16:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,439
